idx,rpm,fuel,hw_nozzle_holes,hw_nozzle_diameter_mm,hw_vp37_camplate,hw_vp37_cam_profile_file,hw_valvetrain_profile_file,soi_offset_deg,iq_cmd_mg_per_str,iq_eff_mg_per_str,n146_mv,maf_target_mg_per_str,smoke_iq_max_mg_per_str,boost_target_mbar_abs,p_intake_bar_used,soi_main_deg_model,duration_main_deg,out_peak_pressure_bar,out_peak_temp_k,out_imep_bar,out_indicated_torque_nm,out_brake_torque_nm_est,out_brake_power_kw_est,out_mass_start_kg_per_cyl,out_mass_end_kg_per_cyl,out_fuel_energy_in_j_per_cyl,out_q_comb_j_per_cyl,out_q_wall_j_per_cyl,out_q_exhaust_out_j_per_cyl_est,out_torque_ind_mean_nm_per_cyl,out_torque_ind_pp_nm_per_cyl,out_torque_ind_ripple_rms_nm_per_cyl,out_rod_force_max_comp_n_est,out_rod_force_max_tens_n_est,out_bsfc_g_per_kwh_est
2996,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.6842190346931876,27.65302532922576,27.65302532922576,,640.8532489785415,36.38247707168366,1318.1479328968478,1.4571727125524203,-4.315780965306812,30.55737330267356,75.38203930021855,1495.4779173930933,10.546257277652822,159.13877085981602,144.04917398481604,22.6271913373188,4.336742742033885e-05,2.3669620835667414e-05,1023.1619371813531,1014.0918776674648,4.318697233321664,824.2289608286802,39.73210807481795,1159.2016326876,200.5890568942173,36337.969656783884,487.8292001551356,219.98066331154507
2997,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.1778410955268956,4.036697662821355,4.036697662821355,,280.6903276296668,19.96428571428571,1002.1441677736722,1.1935807450156746,-3.8221589044731044,4.006147480225152,75.03641410219215,1028.194895507501,2.1052038737460195,31.76667779451583,16.67708091951583,2.6196297450036723,3.552257456091989e-05,2.780922527472045e-05,171.5596506699076,167.565769605543,0.7565895630013859,286.16383078368455,7.931110987397632,741.4612821623672,114.95963335478474,36109.411978905024,554.9736605853667,277.3695712891004
2998,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.8901126202518026,9.048872607944531,9.048872607944531,,334.40820528762697,21.873941107749012,1002.3231740217124,1.7285403128131973,-7.890112620251802,9.133266229527521,90.37469951156717,1022.0495335318946,4.540001781460877,68.50679669402648,53.417199819026486,8.390754126339582,5.144369360839197e-05,3.9337723224630153e-05,334.80828649394766,355.3751113515483,1.3102493515592566,446.37866997830616,17.103965987115302,1134.1023653932266,174.35620524042446,43734.371009199116,433.13700895285444,194.11807865004965
2999,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.6549679758747107,13.468075852234616,13.468075852234616,,402.75775883427434,25.65162629903805,1042.8593144171687,1.3585170262806943,-7.654967975874711,13.827113550883418,100.26899512072434,1389.5468105783173,6.895411402558033,104.04897835187907,88.95938147687907,13.973706965782762,4.043130099061826e-05,2.5450841493525006e-05,572.3932237199712,531.4081232470442,2.6870249891464977,495.54552599353826,25.9779111972835,1051.0120432689891,167.8626745447394,48645.81301415059,486.4418685333884,173.48679626232826
3000,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.23331899413022317,36.47101495489896,36.47101495489896,,756.53019620985,37.035714285714285,1602.7287941808504,1.1001376917562142,-5.766681005869777,43.23349871787543,56.266161949443585,1957.1852366001724,11.581746192067454,174.7638811468642,159.67428427186422,25.081577921784845,3.274158312781362e-05,9.32828060643007e-06,1349.4275533312616,1316.91491050481,6.189616553487084,1148.4536818867464,43.63317311407119,963.7470174157452,179.5141394187857,26784.947667492786,595.9566531485794,261.7372285090528
3001,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.6149107366400006,30.429352293179004,30.429352293179004,,690.7744155240597,36.836885537830774,1426.988826293088,1.405127640237992,-3.3850892633599994,34.27906370519987,101.63714253209788,1733.3981180506132,13.538295871821889,204.28742708026897,189.19783020526899,29.719125672400107,4.181849579628398e-05,2.0954667035212326e-05,1293.2474724601077,1289.5522534370323,5.923281196336452,976.27841751925,51.00446246172625,1263.0222359506536,223.66803614122753,49324.94945100483,498.87976196309114,184.30163367352782
3002,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.114622591785039,38.23153157176745,38.23153157176745,,767.8561864450372,37.035714285714285,1662.5863591543791,1.5508100645644376,-8.11462259178504,46.14632553629985,123.81329047999456,1779.7803155761799,16.629744465755394,250.93614012251118,235.84654324751116,37.046688382046426,4.615420144666607e-05,2.3438023049784986e-05,1624.8400918001164,1588.6409258690967,7.411570803557377,1244.1410039258692,62.65123151882626,1409.145629366942,257.62811087669337,60324.97685967366,492.27178447800304,185.75683774890766
3003,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.0930298526696713,28.89641300031825,28.89641300031825,,664.6463601989471,36.74916992352504,1369.5531317560146,1.3503815834424058,-3.9069701473303287,32.19941348760232,100.4830522999789,1754.694484077097,13.116594784407567,197.92412766943772,182.83453079443774,28.719580938317122,4.018917922716319e-05,1.9556948723636717e-05,1228.0975525135257,1197.4682059484417,5.793156065362616,930.861081237303,49.415754539525885,1237.5181913777412,217.15159395568088,48752.069130116965,505.41077016394047,181.10829511156746
3004,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.23391858864836,34.92064362167505,34.92064362167505,,746.5561406327762,37.02415275783861,1550.531418479076,1.7743428244030508,-7.2339185886483595,40.79855125615163,91.3741183103843,1460.4656873772758,13.282911623146099,200.43378171952654,185.34418484452655,29.113796474657665,5.280683819649154e-05,2.984776678576073e-05,1292.0638140019767,1267.33503972274,5.266312517400685,1053.8471339271018,50.04217556326944,1381.1057494176462,243.24715793913785,44230.473780224645,472.9593388656616,215.9016209848468
3005,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.7223536749273896,26.578486972285365,26.578486972285365,,620.2911899910893,35.668679881119246,1273.7234471113406,1.5000769331519104,-5.2776463250726104,29.167721157050664,76.7488816129646,1460.1009446964429,10.366278855930204,156.422969029823,141.33337215482297,22.200594183433203,4.464431495525256e-05,2.5158502904682442e-05,983.4040179745584,956.4229434485334,4.125291036545903,798.1757173726556,39.05405656680739,1189.1909405535985,202.80529684816022,36952.390980785094,482.32347091135716,215.49547798055943
3006,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.4519605303128778,4.433618751857692,4.433618751857692,,282.94556109010057,19.96428571428571,1002.1583435268521,1.7973628808930315,-4.548039469687122,4.405575018402445,92.70848182801113,920.9868112951084,2.632816752135678,39.72814343547418,24.63854656047418,3.8702138434757876,5.3491946159632474e-05,4.5145205486687516e-05,164.04389381873457,147.71229463484502,0.5938203805211686,379.1502683654232,9.918748844631507,1068.2184575678261,163.96487548210771,44892.840187013804,415.12868400674984,206.20343154415082
3007,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.28987296944081775,28.446107679070767,28.446107679070767,,656.0294462302186,36.72024171234431,1350.9362231890113,1.017180791628712,-5.710127030559182,31.600325557618966,52.01148119961047,1844.7656998806185,9.373431001012102,141.44129514090034,126.35169826590034,19.84727835203734,3.0272673770463624e-05,1.003218985890433e-05,1052.5059841256184,1041.358731373888,4.874487197671158,857.5653126557293,35.31357036142216,884.7564693722861,157.78426155463816,24672.96126867841,634.4395003937339,257.98496355079004
3008,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.3570956678739752,36.67535803909107,36.67535803909107,,757.8448033848192,37.035714285714285,1609.6764590433822,1.766387387092429,-7.357095667873975,43.56297097164826,133.80089518761105,1627.618484484304,16.518131721689382,249.25194880844248,234.16235193344247,36.78213622907053,5.25700736405858e-05,2.882634248102457e-05,1558.7027166613705,1508.6587836607155,6.8455397472695125,1179.0393294217556,62.230724928517404,1526.8629758678899,272.7113933554672,65282.73668690577,477.3243948920185,179.4774617200968
3009,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.5497896312229567,18.96714383898864,18.96714383898864,,491.943104436182,28.538135786937946,1108.6107567432273,1.2671744136904395,-8.549789631222957,19.95704545439419,64.83257003277427,1359.8064416578666,7.355280438952532,110.98821672636676,95.89861985136676,15.063719980722706,3.771282150787164e-05,1.972127511853133e-05,701.7843220425797,688.0309893232128,3.0327570360232534,607.7641922809344,27.710361216124085,975.0581094556192,160.7523682930785,31037.237891476714,523.5607973023582,226.6429471197698
3010,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.2418643074205935,14.454494472504807,14.454494472504807,,419.342599372883,26.112447939717963,1054.379274732467,1.044216290440659,-4.7581356925794065,14.900960953390396,77.23698435323412,1567.415440414168,6.8514769537806135,103.38602523090249,88.29642835590246,13.869570533056034,3.1077286718812105e-05,1.4870776382653977e-05,614.3160150814542,569.8948157439207,3.0540406067492643,479.2412883281445,25.812432644464906,897.1715933033614,144.97122702686138,37223.220362857144,622.2623572497336,187.59117298187746
3011,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.7698922891062203,24.176704277417162,24.176704277417162,,575.7458931835846,33.50903930530079,1194.0742526202844,1.1583421284178619,-4.23010771089378,26.150271652758903,86.44594779496917,1779.1993945857532,10.892084477776434,164.3571638980913,149.2675670230913,23.446894598948287,3.447382575130078e-05,1.3235137786542156e-05,1027.5099317902293,999.4545433620359,4.95013998748313,759.1502805492906,41.035108844881435,1103.580620662399,186.32812463794426,41789.037933906075,570.3103736513293,185.60269256851993
3012,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.315954579245421,30.502919851547873,30.502919851547873,,692.0171817779337,36.84105768168307,1429.0124596307917,1.5023480791775472,-8.315954579245421,34.38043502518898,117.88985155878494,1703.7593584052183,14.163310842211807,213.7186510242929,198.62905414929293,31.200578865245397,4.471190732750833e-05,2.374106546723025e-05,1296.3740936907845,1259.528625489318,6.014019851740176,969.9486280600919,53.35918174133666,1364.599091141427,237.57974423661534,57388.356883732806,488.6268655203115,175.97511882686774
3013,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.6702759369163065,2.318603206176597,2.318603206176597,,268.4818293479384,19.96428571428571,1002.0828072573636,1.7543747028893009,-4.3297240630836935,2.2889964845121398,89.75999988448658,850.5617535056284,1.5465595480450727,23.33696012318234,8.24736324818234,1.2954927895988049,5.221255993900811e-05,4.6697594570635304e-05,85.7883186285341,107.01079000675084,0.23639928321742432,336.6921464626793,5.826344278921386,992.5757699901087,152.0986466731464,43410.996558629566,408.61489349714066,322.1543033373688
3014,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.1831584144944163,10.05123231607247,10.05123231607247,,355.02098115020453,23.02404707380446,1002.9554631198464,1.0842996627966612,-4.816841585505584,10.18228877650894,78.24037965635253,1363.7764581330669,4.927398276110786,74.35245362908171,59.26285675408171,9.308987770468368,3.227022200125126e-05,1.8490711545277947e-05,427.17737343307994,412.93861936435206,2.0877151245946917,384.44059533093696,18.563583699642393,822.2122039202532,131.0801962691291,37721.297035919735,602.9541281366459,194.35215315596187
3015,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.6038557751861109,12.368126654858177,12.368126654858177,,384.3958915169519,24.690024133175704,1030.013479147808,1.6740451633386257,-7.603855775186111,12.64153687082593,85.64993568731418,1105.9354531812023,5.638183153178286,85.07791088887672,69.9883140138767,10.99373865715653,4.982184437992313e-05,3.589702969571139e-05,457.6206862297525,459.21700161409825,1.756871877502756,492.8100423520259,21.24130012539221,1168.1756968248083,179.27060225739885,41370.79655466393,444.2720784376337,202.5027942996675
3016,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.9500979400898646,3.6184286078370844,3.6184286078370844,,278.31379890816527,19.96428571428571,1002.1292295931371,1.0725363027171542,-7.950097940089865,3.5863546995088385,68.8820710725154,1026.3721901373194,1.8167734403975748,27.414378828806242,12.324781953806243,1.9359722221586877,3.192012852223342e-05,2.465318644964469e-05,153.78321583307607,129.00679543386156,0.7564108691235056,261.1864402271078,6.844491947295447,667.4378101682896,103.65790819126042,33049.8820638656,608.6227343562525,336.42897452548675
3017,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.9002791155066718,2.93490373127101,2.93490373127101,,274.1964025977663,19.96428571428571,1002.1048179904026,1.2977952421104593,-7.900279115506672,2.9028099438811665,66.3992585969509,885.0816568048969,1.4048275423538858,21.19828129301713,6.108684418017128,0.9595499045370525,3.862413870631806e-05,3.2727184633067034e-05,108.59143805702736,109.6817987012612,0.38154479046418077,280.77067648806104,5.292456700355039,756.6398729738312,116.80988811815492,31814.928424156245,506.51234658864496,550.5525758805204
3018,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.838180721416407,23.865267601936075,23.865267601936075,,570.321419220535,33.183570867517815,1188.6307844424114,1.7935930647814637,-4.161819278583593,25.767237795285205,122.49551225271732,1437.8175350651327,12.00212763356005,181.1072676327189,166.01767075771892,26.07799474092694,5.337975134209429e-05,3.272282938226574e-05,1014.2738730822831,999.0473868408303,4.418125540304858,808.8025130926833,45.21704424478242,1487.4359022284461,241.4430857609374,59674.56666422472,461.41603494905496,164.72693590994263
3019,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.15575610437287102,7.2477263843146265,7.2477263843146265,,298.93480900178764,19.96428571428571,1002.2588473708684,1.6429106077788544,-6.1557561043728715,7.2690842405748555,109.7551919594701,1089.0571223750333,4.068596109644632,61.393475141730804,46.3038782667308,7.273396189773878,4.8895237968156186e-05,3.8238676621001166e-05,308.02837133337164,291.70061402341634,1.2965400736011081,408.497828851569,15.328001053699404,1056.4445552590369,164.13557627025344,53343.510358884516,434.86768649733403,179.3647307444682
3020,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.3879984003107615,7.415230713363807,7.415230713363807,,300.1196776101634,19.97092782164978,1002.2648296683344,1.0727294571432986,-5.612001599689238,7.441365281303142,77.71616614139023,1264.9812625248628,3.8178541134574933,57.60987949963409,42.52028262463409,6.67907037610561,3.192587705875526e-05,2.0147625256552458e-05,315.1473053179618,292.8505680933538,1.6139384520428195,335.60614842310235,14.383446559277694,762.5037525813616,120.57981470314094,37450.78549980449,608.5238543578723,199.83941675184712
3021,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.8136091589747627,29.50158562902012,29.50158562902012,,675.1017858045185,36.78427028091517,1394.5726972912032,1.6666801014353836,-7.813609158974763,33.012796514401494,86.6672224182956,1441.9192679181097,11.65433469890218,175.8592124527584,160.7696155777584,25.253632160977048,4.960265019327405e-05,2.867429349489544e-05,1091.5586682737444,1068.4523998484888,4.509178063011683,888.3168810266242,43.90668671796174,1312.0224175033281,224.81482437988035,41898.87672613191,473.25560683924095,210.2780851235052
3022,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.5244307363558898,43.0186414192319,43.0186414192319,,798.6532597970586,37.035714285714285,1724.7842112589021,1.4052756797031933,-7.52443073635589,55.19154439088978,71.89841819543251,1787.8680479961347,13.749433500770218,207.47340878624263,192.38381191124262,30.21957850849802,4.1822901650653303e-05,1.9193068589890916e-05,1591.6897325115801,1579.6739926933321,6.787137778699321,1353.275842917239,51.79969259319826,1172.8687292076825,215.96684610863218,34544.66326439267,506.86424673074123,256.2363817643664
3023,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.012682631460946947,28.202031606445118,28.202031606445118,,651.3588762404748,36.70456194166446,1340.8454209864594,1.3216764879684488,-6.012682631460947,31.277768436962035,67.62112257530805,1597.9840962738347,10.34370538421473,156.08234444156727,140.99274756656726,22.147088998228394,3.933487682784075e-05,1.9186120480735884e-05,1043.4751694384693,1044.0637307460074,4.547628556771935,849.6950738697524,38.96900093629913,1081.9520507189816,188.22660743640387,32421.451041298027,509.27681798460753,229.21141869101592
3024,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.271554720873599,24.06883411064948,24.06883411064948,,573.8670556635102,33.39630905409633,1192.1888362054235,1.7767035633558632,-4.728445279126401,26.01741418130976,122.88752208493123,1446.4793354837034,11.996193367343533,181.0177219477627,165.92812507276273,26.063928937625988,5.287709697522967e-05,3.234906421151331e-05,1022.9254497026028,1003.6999718745337,4.4487768901384666,805.2791454806155,45.19469243681566,1480.1139503383017,240.32766509353124,59865.43350641439,462.2381754716022,166.22168324218578
3025,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.3016721331059076,21.71457245686229,21.71457245686229,,533.2538098388111,30.888513327057307,1151.0397057281575,1.4451347882890455,-4.698327866894092,23.168959539193963,74.98929866943433,1396.2656254192748,8.819275500315658,133.07931202932724,117.98971515432721,18.533781116399336,4.300916254048874e-05,2.511826514707094e-05,803.4391809039047,781.6801214390518,3.3924939575606983,668.4896498904674,33.22586474910368,1149.3449452613804,187.71588422279467,36143.01663463045,481.7145826141988,210.89183139088254
3026,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.957090163895267,9.029458223408342,9.029458223408342,,334.000716557252,21.851325483213202,1002.322480650836,1.6148019262004074,-8.957090163895266,9.113039505263899,116.36404640540974,1196.9045987104034,5.312693440826155,80.16640234252336,65.07680546752334,10.222240698793172,4.805868565165042e-05,3.547428341352137e-05,383.75197449485455,371.9346224356131,1.8549772977617676,451.5516337546628,20.01507342581624,1101.2053571049803,172.62991697292483,56627.237101505234,444.0798956903601,158.99669437498017
3027,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.583178051543997,12.302317061972937,12.302317061972937,,383.56151989287116,24.642703342495697,1029.2449171166127,1.5537421697136327,-8.583178051543996,12.570951459832173,112.23148872293487,1297.3443983834954,6.656736254927807,100.44746659005784,85.35786971505784,13.407982821145021,4.62414648548751e-05,3.190137416706538e-05,522.8484751338499,491.3653006239592,2.415765824609157,500.63557946828183,25.07868623593476,1135.8670889768891,179.8231902382675,54579.5949456389,456.30161287450403,165.15661607672175
3028,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.176725988072986,38.48274280736326,38.48274280736326,,769.4723120607036,37.035714285714285,1671.1275411646366,1.6944568583116886,-7.176725988072986,46.57654143378944,131.12936298766652,1693.0292660152618,16.98792457971708,256.3409336508346,241.25133677583457,37.895671364183954,5.042932398247475e-05,2.6804460991967096e-05,1635.5165693129384,1610.5489649691929,7.297229392640684,1251.2155983462817,64.00062840116172,1491.611904753346,270.4069718654749,63956.61141405216,483.3103850650966,182.78852058739744
3029,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.747882578143974,29.020873651236357,29.020873651236357,,666.9811870369571,36.75700827076693,1374.6986906668287,1.5359713519113227,-3.252117421856026,32.365903023525945,81.45310281526521,1471.8764789266952,11.040598670485647,166.59818319628937,151.50858632128936,23.798913087136885,4.571258132267404e-05,2.5503645886860935e-05,1073.7723250957451,1043.9320107156125,4.457225609268708,864.2417979748196,41.59448679796558,1202.5588331750387,209.65581305423686,39335.72378433252,482.0222224034766,219.49562310246603
3030,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.9068399838052845,4.855632666392004,4.855632666392004,,285.34336742268187,19.96428571428571,1002.1734154523713,1.2506582918416054,-7.906839983805284,4.831428271541128,63.98754074651126,953.8302680825152,2.216183527865124,33.441316036500055,18.351719161500053,2.88268130492558,3.722127942135386e-05,2.859706411845088e-05,179.65840865650415,181.24210288192612,0.7175255197725312,307.23517322511856,8.349197547474917,772.686672017262,119.66398092079525,30617.772727314325,528.7294836938635,303.1947646995006
3031,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.767850950999461,41.860804635239106,41.860804635239106,,791.2045098200383,37.03571428571428,1723.9902660355924,1.4983903121971363,-8.767850950999462,52.81094160500705,76.66258623332624,1709.3752428326213,13.814610474327012,208.45690304274714,193.36730616774713,30.374065425052137,4.459411883833951e-05,2.186534060979095e-05,1548.8497715038468,1518.9391730197194,6.52594603946027,1304.2545627096401,52.045242483685556,1229.861812896098,223.22294664965892,36909.554707327006,497.4326404231289,248.0716601119952
3032,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.7217573099598038,18.194897048138312,18.194897048138312,,482.65068426056547,28.1894521030499,1099.2941508164686,1.6521598964197195,-4.278242690040196,19.07370549755406,113.21909358907877,1397.32540214118,9.607956157042818,144.98018520245034,129.89058832745033,20.403165902998705,4.9170509286625965e-05,3.130987905032419e-05,773.2831245458782,755.2419331162362,3.5143880439998756,657.1519596067359,36.19719707476317,1341.1281033623786,212.031680766574,55069.8333835712,461.36053904530775,160.51829820114088
3033,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.9670783204638793,24.767234010154016,24.767234010154016,,586.0314934735617,34.12617532269942,1204.3958687346208,1.2681941738359837,-5.032921679536121,26.88156355319157,64.88474501147829,1558.8645506000846,9.33834024790108,140.91178982241487,125.82219294741488,19.764103851107805,3.77431709466973e-05,1.805072693983708e-05,916.3876583756986,900.3699482215696,4.044668211598953,749.1304170611713,35.18138981660235,1041.2190324361575,177.40368253155265,31063.137095638067,525.1370799990056,225.56560901585425
3034,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.8819416206252821,13.479582541984952,13.479582541984952,,402.95122295864803,25.657001837922436,1042.9936961153244,1.6309776655862325,-6.881941620625282,13.839585610951843,114.28178641666614,1285.2886544525036,7.049248683367231,106.37032090363604,91.28072402863604,14.338342601136015,4.8540097496479944e-05,3.359404569400406e-05,572.8822580343605,566.8652939372726,2.498006405552363,525.6372323192103,26.55743900808323,1194.588259305765,188.80599446334085,55597.344830363094,451.5663697638653,169.21933901656496
3035,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.5505282265862945,28.635521613349372,28.635521613349372,,659.6540171583069,36.732409914745745,1358.7671364147582,1.4157555463974134,-8.550528226586295,31.851738437937733,72.43461478882705,1558.3208976794854,10.612075260565776,160.13193768909818,145.04234081409817,22.78319761805189,4.2134796633534455e-05,2.2017452805449328e-05,1059.514299693927,1041.5783218388212,4.539459430258682,873.3636273093829,39.98004494968243,1143.1192328043965,196.3467623747235,34810.82657462089,494.35365520290827,226.23663178512257
3036,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.8117920864381425,22.750044739952465,22.750044739952465,,550.8969331079632,32.0181017007635,1169.138281990455,1.1002813287393194,-4.1882079135618575,24.41004634600943,56.273535857716155,1621.8325787392562,8.303078253760443,125.29010367082404,110.20050679582404,17.310255128581645,3.2745857958371474e-05,1.2722117607522673e-05,841.7516553782411,843.3001298657643,3.847431745496222,681.6102042314708,31.281135596807346,928.3743398838496,157.03246382078405,26788.608011216198,595.8941861059018,236.56543608245352
3037,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.6227853049257277,22.569320843241144,22.569320843241144,,547.7491597421671,31.819692121705444,1165.9794864529363,1.738544666946836,-5.377214695074272,24.192133702709775,122.64886125672037,1451.6680806494855,11.55523142467675,174.36378399570413,159.27418712070408,25.018730808244502,5.1741436695426576e-05,3.1846351827014536e-05,959.1961358377486,933.3335798377005,4.300789044765739,770.6555701140873,43.53341141088641,1458.887494561327,234.3661241647877,59746.96435379209,462.64741366029784,162.37745163494404
3038,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.0480390548316727,12.060196709685568,12.060196709685568,,380.4917797120849,24.468605220813963,1026.4172972881136,1.1951272663491146,-6.048039054831673,12.31178467420495,87.07722933193052,1402.036617983981,6.098138668041191,92.01845418859102,76.92885731359102,12.08395664927175,3.556860112393759e-05,2.0024433925084263e-05,512.5583601616366,527.2462543882874,2.4809575682077876,446.93743646226415,22.974257832620644,933.3583447538258,149.24251228251146,42102.40058043068,554.273234673911,179.6460770880231
3039,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.26395321256655,25.907298512520402,25.907298512520402,,607.4475193931582,35.222821030362496,1245.9745985033435,1.1498146202358983,-8.26395321256655,28.312667076656723,92.03290918247167,1857.529787857959,11.72965359753781,176.99574427023904,161.90614739523906,25.432158161395463,3.422003559384589e-05,1.2449160215379841e-05,1101.0601867821172,1067.5153285556946,5.439383397867241,817.8413466153363,44.190596827428806,1125.2597178364972,193.12574899083407,44562.35681607349,576.8923657512332,183.36287870890607
3040,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.8333508174282285,9.927977230169759,9.927977230169759,,352.8597418640026,22.901473931429866,1002.3545706153632,1.4429820532271531,-8.83335081742823,10.052858791485889,105.90327481877375,1246.2367761808569,5.331641652943664,80.45232322487855,65.36272634987856,10.267153045968923,4.294509423839413e-05,3.028219311111335e-05,421.9390322822148,410.76647160388234,1.9680420466309276,434.74005672735314,20.086489355467197,1016.902030947309,160.30667679511987,51438.32478220759,462.7738370332029,174.05369272567535
3041,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.609913677003856,32.6142850106004,32.6142850106004,,727.6841717862138,36.96079686242514,1487.0900826844436,1.1024598555766,-7.609913677003856,37.36278623455956,56.385382787806364,1865.7351807705384,10.329687206684182,155.87081579370914,140.78121891870913,22.11386215592165,3.2810693858526054e-05,1.007194133383913e-05,1206.7285453922148,1174.3147896770165,5.416746023105211,1005.3864118536493,38.916137561330665,940.5308838574388,169.22452877975365,26844.127851361412,594.9461778797375,265.4701951434589
3042,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.4563149066419294,17.70059107285098,17.70059107285098,,476.70271675573434,27.966263828947415,1093.3307023003238,1.0661968741967658,-8.456314906641929,18.512417272568335,54.524559442701225,1399.9187886567515,6.44778165265166,97.29442587653483,82.20482900153483,12.912704344041352,3.173145856988247e-05,1.3666547781254248e-05,654.9218696954863,626.3183180597254,2.9912939715933633,568.5718659913092,24.291432908267158,834.9100260896679,137.75722693620048,25920.431379983987,612.0928647445077,246.74199208962955
